intervid,treatment,resp_female,resp_primary,resp_secondary,resp_tertiary,resp_noschool,resp_age,resp_married,resp_emp,hhmem,hhmem_adults,hhmem_children,hhmem_elderly,hhmem_employed,hhmem_unemployed,hhmem_retired,hhmem_school,total_exp,food_exp,nondur_exp,dur_exp,temp_exp,savings_avg,followup
1181,0,0,0,0,1,0,27,1,1,4,4,0,0,2,1,1,0,18800,18200,600,0,0,0,1
1183,1,0,0,1,0,0,20,1,1,7,6,0,0,2,3,0,1,54200,13000,4200,37000,0,7000,1
1184,1,0,1,0,0,0,30,0,1,1,1,0,0,1,0,0,0,11540,5200,4800,500,1040,0,1
1187,0,1,0,1,0,0,35,0,1,6,3,3,0,2,0,0,4,14480,10400,1800,1500,780,0,1
1189,1,1,1,0,0,0,37,0,0,2,1,1,0,0,0,1,0,16680,5200,960,10000,520,0,1
1190,0,1,0,1,0,0,47,0,0,2,2,0,0,1,1,0,1,3808,2600,480,0,728,1500,1
1192,0,0,0,1,0,0,34,0,0,7,4,3,2,1,2,0,0,8720,6240,1440,0,1040,0,1
1196,1,1,1,0,0,0,28,0,0,3,1,2,0,0,0,0,2,6480,5460,1020,0,0,0,1
1198,1,0,0,1,0,0,32,0,0,5,2,3,0,0,1,0,3,19920,2860,840,15700,520,0,1
1205,0,1,1,0,0,0,34,0,1,5,2,3,0,1,1,0,3,7640,2600,2220,2300,520,3000,1
1206,1,1,1,0,0,0,53,0,1,3,3,0,0,2,1,0,0,7956,4524,1560,0,1872,15000,1
1207,1,1,1,0,0,0,61,0,0,2,2,0,1,0,0,1,0,10660,2080,7800,0,780,0,1
1209,0,0,1,0,0,0,42,0,1,4,3,1,0,2,0,0,2,27890,22360,3600,1150,780,0,1
1212,0,1,0,1,0,0,42,0,1,3,2,1,0,2,0,0,1,10600,8320,1560,200,520,0,1
1219,0,0,0,1,0,0,36,0,0,4,3,1,0,0,1,2,0,28410,5200,2520,19650,1040,7000,1
1232,0,0,0,1,0,0,39,1,0,2,2,0,0,0,1,1,0,3824,2600,600,0,624,0,1
1233,1,1,0,1,0,0,34,0,0,5,2,3,0,1,1,0,2,4660,2080,1200,600,780,0,1
1234,1,0,0,1,0,0,44,1,1,1,1,0,0,1,0,0,0,6820,5200,600,500,520,7000,1
1235,1,0,1,0,0,0,37,0,1,4,3,1,1,2,0,1,1,17140,5200,8400,2500,1040,0,1
1238,1,1,0,1,0,0,22,1,1,1,1,0,0,1,0,0,1,8560,3120,360,4040,1040,0,1
1239,0,0,0,1,0,0,23,1,1,2,2,0,0,1,0,1,0,28660,16640,10980,0,1040,7000,1
1243,1,1,1,0,0,0,26,1,1,5,3,1,0,3,0,0,1,12444,6500,3360,400,2184,0,1
1246,0,0,1,0,0,0,44,0,1,2,1,1,0,1,0,0,1,16460,7800,5760,2900,0,0,1
1250,0,0,0,1,0,0,19,1,1,3,3,0,2,1,0,1,0,4540,2600,1740,200,0,0,1
1254,0,0,0,1,0,0,26,0,1,4,4,0,0,3,1,0,1,23360,6240,5520,9000,2600,7000,1
1255,1,0,0,1,0,0,49,0,1,3,3,0,0,1,0,0,1,5340,4160,180,1000,0,0,1
1256,1,0,0,1,0,0,32,1,1,2,2,0,0,2,0,0,0,13320,10400,2400,0,520,0,1
1257,1,1,0,1,0,0,24,0,0,4,2,2,0,1,1,0,1,3260,2080,528,600,52,0,1
1258,0,0,0,1,0,0,21,1,0,1,1,0,0,0,1,1,0,5100,2600,960,500,1040,0,1
1259,0,0,0,1,0,0,46,0,0,5,4,1,0,0,2,0,2,20950,13000,1860,6090,0,0,1
1260,1,1,0,1,0,0,24,0,1,3,2,1,0,2,0,0,1,9560,5200,3840,0,520,0,1
1265,1,1,1,0,0,0,41,0,1,4,4,0,0,2,0,1,2,7450,4160,1500,1790,0,500,1
1266,0,0,1,0,0,0,37,0,0,5,3,2,1,0,1,1,2,7200,3640,2040,1000,520,0,1
1269,0,0,0,1,0,0,52,0,1,2,2,0,0,1,0,1,0,6760,2600,1560,2600,0,0,1
1270,1,1,1,0,0,0,53,0,0,2,2,0,0,1,0,0,0,5880,3120,1560,1200,0,0,1
1273,1,1,0,1,0,0,44,0,0,5,4,1,0,2,1,0,2,3992,2080,1332,60,520,500,1
1276,0,1,1,0,0,0,20,0,1,3,2,1,0,2,0,0,1,4200,2600,600,1000,0,0,1
1281,0,0,0,1,0,0,21,1,1,2,1,0,0,1,0,1,0,3340,2080,240,500,520,0,1
